# timestamp tx ty tz qx qy qz qw
1746274301.504610 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274301.555872 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274301.606650 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274301.655480 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274301.706099 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274301.758303 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274301.808598 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274301.861081 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274301.910912 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274301.960657 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.012787 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.071924 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.128931 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.187149 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.247730 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.307292 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.360342 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.410105 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.460228 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.551171 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.599021 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.650143 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.700501 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.750528 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.801425 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.850626 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.904880 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274302.956090 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.005169 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.054475 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.104253 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.155463 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.207586 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.260673 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.350042 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.403774 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.453465 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.503013 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.552751 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.602836 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.657496 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.709133 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.759377 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.808984 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.859093 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.910061 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274303.961074 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.010819 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.070210 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.127614 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.179548 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.230283 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.281720 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.330231 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.379587 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.429613 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.479094 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.531259 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.579824 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.629742 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.683872 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.732995 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.782013 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.832122 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.882738 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.932071 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274304.982195 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.031373 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.081664 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.130451 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.180276 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.239293 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.292317 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.347405 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.401239 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.458247 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.511216 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.570978 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.628414 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.684218 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.737956 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.788682 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.878658 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.929758 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274305.980968 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.035707 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.085415 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.138563 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.191388 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.244745 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.294765 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.346605 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.401499 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.455113 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.504546 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.557651 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.607588 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.658234 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.708548 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.759501 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.808786 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.859159 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.911060 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274306.961968 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.015634 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.069414 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.120469 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.210542 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.264728 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.314373 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.364053 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.415454 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.469851 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.519926 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.569207 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.618979 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.670732 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.725000 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.778057 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.827385 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.879576 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.930570 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274307.984812 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.033421 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.082581 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.134270 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.222072 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.272201 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.326146 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.376501 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.429384 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.477539 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.566495 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.619240 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.670746 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.723658 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.776080 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.829535 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.879624 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.930688 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274308.982559 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274309.035955 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274309.086587 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274309.142134 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274309.191435 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274309.241941 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274309.330158 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274309.385647 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
1746274310.046848 0.0 0.0 -0.14649587869644165 0.0 0.0 0.0 1.0
